ticket_id,customer_id,created_at,issue_type,subject,message,reported_severity,customer_mood,times_contacted_about_this
TICK-00772,CUST-0011,2026-08-08 22:50,slow_performance,The platform is very slow,This is unacceptable. Pages take around thirty seconds to load. Please escalate this immediately.,High,angry,8
TICK-00773,CUST-0060,2026-05-20 07:50,password_reset,Password reset needed,"Hi, The reset link never arrives in my inbox. This is holding us up.",Critical,annoyed,4
TICK-00774,CUST-0013,2026-02-24 18:50,password_reset,New password not accepted,"Hello again, I changed my password and now the new one is rejected. Please could someone look at this.",Medium,annoyed,5
TICK-00775,CUST-0100,2026-05-23 05:50,integration_failure,Connection keeps dropping,This is now the third time I am writing. The integration disconnects on its own every few hours. Please escalate this immediately.,Critical,angry,5
TICK-00776,CUST-0053,2026-07-22 15:50,feature_request,Dark mode request,"We need this dealt with today. Any chance of a dark theme, we work late most evenings. We expect a reply today.",High,angry,4
TICK-00777,CUST-0116,2026-05-12 01:50,api_failure,API returning errors,This is unacceptable. Our integration is getting 500 errors on most calls. We expect a reply today.,Critical,angry,7
TICK-00778,CUST-0159,2026-06-09 18:50,how_to_question,Question about permissions,"Hello, How do I give a colleague access without making them an admin. Many thanks.",Medium,calm,6
TICK-00779,CUST-0104,2026-05-29 15:50,data_export_failure,Corrupted export file,We need this dealt with today. The file downloads but will not open in Excel. We are considering cancelling.,Low,angry,4
TICK-00780,CUST-0005,2026-06-30 06:50,password_reset,Reset email not arriving,This is unacceptable. I have requested a new password four times and nothing comes through. We are considering cancelling.,High,angry,3
TICK-00781,CUST-0164,2026-06-29 07:50,api_failure,API returning errors,This is unacceptable. Our integration is getting 500 errors on most calls. We expect a reply today.,Critical,angry,5
TICK-00782,CUST-0128,2026-07-14 06:50,api_failure,API timing out,"Hello, Requests hang for thirty seconds and then fail. Many thanks.",Medium,calm,4
TICK-00783,CUST-0148,2026-05-05 14:50,data_export_failure,Corrupted export file,"Hi, The file downloads but will not open in Excel. This is holding us up.",Critical,annoyed,7
TICK-00784,CUST-0014,2026-03-29 11:50,login_failure,Cannot sign in,This is unacceptable. The login page rejects our details even after a reset. Please escalate this immediately.,Medium,angry,7
TICK-00785,CUST-0056,2026-03-28 19:50,feature_request,Dark mode request,"We need this dealt with today. Any chance of a dark theme, we work late most evenings. We are considering cancelling.",Low,angry,3
TICK-00786,CUST-0111,2026-03-27 13:50,data_export_failure,Cannot download report,"Hi, The export button spins for a while and then nothing happens. Hoping for a quick reply.",Medium,annoyed,6
TICK-00787,CUST-0049,2026-05-22 02:50,feature_request,Dark mode request,"This is now the third time I am writing. Any chance of a dark theme, we work late most evenings. We expect a reply today.",Low,angry,4
TICK-00788,CUST-0029,2026-04-20 12:50,integration_failure,Integration stopped syncing,This is unacceptable. Nothing has come through from the connected tool since Tuesday. We are considering cancelling.,High,angry,3
TICK-00789,CUST-0071,2026-05-24 04:50,slow_performance,The platform is very slow,We need this dealt with today. Pages take around thirty seconds to load. We expect a reply today.,Medium,angry,5
TICK-00790,CUST-0192,2026-06-15 14:50,slow_performance,The platform is very slow,"Hello again, Pages take around thirty seconds to load. Hoping for a quick reply.",Low,annoyed,3
TICK-00791,CUST-0071,2026-05-27 00:50,how_to_question,Question about permissions,"Hi, How do I give a colleague access without making them an admin. Please could someone look at this.",Low,annoyed,6
TICK-00792,CUST-0177,2026-07-09 11:50,payment_failure,Payments are not going through,This is now the third time I am writing. Card charges keep failing at the final step. We expect a reply today.,Critical,angry,5
TICK-00793,CUST-0001,2026-08-14 13:50,login_failure,Sign in loop,We need this dealt with today. It accepts my password then sends me straight back to the login screen. Please escalate this immediately.,Low,angry,3
TICK-00794,CUST-0155,2026-04-22 07:50,integration_failure,Integration stopped syncing,"Hello again, Nothing has come through from the connected tool since Tuesday. Please could someone look at this.",High,annoyed,3
TICK-00795,CUST-0036,2026-03-17 10:50,data_export_failure,Corrupted export file,"Hi, The file downloads but will not open in Excel. Please could someone look at this.",High,annoyed,7
TICK-00796,CUST-0151,2026-05-21 14:50,password_reset,New password not accepted,"Hello, I changed my password and now the new one is rejected. Thanks for your help.",Medium,calm,5
TICK-00797,CUST-0002,2026-02-24 02:50,password_reset,Reset email not arriving,This is now the third time I am writing. I have requested a new password four times and nothing comes through. We are considering cancelling.,Low,angry,3
TICK-00798,CUST-0043,2026-05-27 02:50,data_loss,Our records have disappeared,This is now the third time I am writing. About three weeks of entries are missing from our workspace. We are considering cancelling.,High,angry,7
TICK-00799,CUST-0031,2026-06-23 12:50,feature_request,Request for bulk actions,"Following up on this, Being able to select several rows at once would save us a lot of time. Hoping for a quick reply.",Low,annoyed,4
TICK-00800,CUST-0108,2026-06-19 07:50,payment_failure,Checkout is broken,"Hi, Our customers reach the payment page and then get an error. This is holding us up.",Critical,annoyed,5
TICK-00801,CUST-0153,2026-05-18 05:50,slow_performance,Search is crawling,This is unacceptable. Running a search takes almost a minute to return anything. Please escalate this immediately.,Critical,angry,5
TICK-00802,CUST-0030,2026-03-04 10:50,how_to_question,Where do I find my invoices,"Hello, I have looked in settings and cannot see a billing history anywhere. Many thanks.",Low,calm,5
TICK-00803,CUST-0013,2026-07-14 02:50,slow_performance,The platform is very slow,This is unacceptable. Pages take around thirty seconds to load. We expect a reply today.,Critical,angry,6
TICK-00804,CUST-0179,2026-04-27 04:50,notification_failure,Notifications arriving late,We need this dealt with today. Alerts turn up about six hours after the thing happened. We are considering cancelling.,High,angry,6
TICK-00805,CUST-0186,2026-06-11 01:50,data_loss,Deleted records we did not delete,This is now the third time I am writing. A folder of client files is gone and nobody on our side removed it. We are considering cancelling.,High,angry,9
TICK-00806,CUST-0081,2026-06-25 13:50,billing_error,Double charged this month,This is now the third time I am writing. We have two identical charges on the same date. We are considering cancelling.,Medium,angry,2
TICK-00807,CUST-0160,2026-07-29 08:50,feature_request,Request for bulk actions,"Hi, Being able to select several rows at once would save us a lot of time. Please could someone look at this.",Low,annoyed,2
TICK-00808,CUST-0039,2026-04-10 21:50,billing_error,Still being billed after cancelling,"Hi, We cancelled last month and a payment has gone out again. Hoping for a quick reply.",High,annoyed,6
TICK-00809,CUST-0106,2026-02-16 13:50,notification_failure,Not receiving emails,"Following up on this, Alert emails are not arriving in any of our inboxes. This is holding us up.",Medium,annoyed,2
TICK-00810,CUST-0190,2026-02-25 21:50,system_outage,Everything is down,"Following up on this, None of us can reach the platform at all. Hoping for a quick reply.",Critical,annoyed,6
TICK-00811,CUST-0179,2026-05-02 01:50,billing_error,Still being billed after cancelling,We need this dealt with today. We cancelled last month and a payment has gone out again. We expect a reply today.,Critical,angry,7
TICK-00812,CUST-0200,2026-04-15 23:50,account_lockout,Too many attempts message,"Hi there, We are stuck on a lockout screen and the timer never clears. Thanks for your help.",Medium,calm,7
TICK-00813,CUST-0076,2026-03-27 16:50,login_failure,Sign in loop,This is unacceptable. It accepts my password then sends me straight back to the login screen. Please escalate this immediately.,High,angry,9
TICK-00814,CUST-0143,2026-07-25 00:50,dashboard_bug,Dashboard display problem,This is unacceptable. One of the charts is showing the wrong labels. We expect a reply today.,High,angry,9
TICK-00815,CUST-0196,2026-05-31 07:50,how_to_question,How do I do this,This is unacceptable. I cannot work out where to change the account settings. We expect a reply today.,High,angry,5
TICK-00816,CUST-0140,2026-06-30 01:50,compliance_request,Data deletion request,"Hello again, We need a customer's personal data removed under GDPR. Please could someone look at this.",Critical,annoyed,5
TICK-00817,CUST-0100,2026-08-11 09:50,payment_failure,Card declined for everyone,"We need this dealt with today. Every transaction today has been rejected, including test cards. We are considering cancelling.",Critical,angry,6
TICK-00818,CUST-0135,2026-05-10 05:50,password_reset,New password not accepted,"Hello again, I changed my password and now the new one is rejected. Hoping for a quick reply.",Low,annoyed,2
TICK-00819,CUST-0089,2026-05-09 03:50,login_failure,Team cannot log in,"Following up on this, Four of my colleagues are getting an invalid credentials message. This is holding us up.",Medium,annoyed,5
TICK-00820,CUST-0044,2026-03-14 00:50,how_to_question,How do I do this,"Hi, I cannot work out where to change the account settings. Please could someone look at this.",Low,annoyed,4
TICK-00821,CUST-0192,2026-03-21 17:50,compliance_request,Data deletion request,"Hi there, We need a customer's personal data removed under GDPR. No rush, whenever you get a chance.",Medium,calm,4
TICK-00822,CUST-0015,2026-06-23 11:50,slow_performance,The platform is very slow,"Hi, Pages take around thirty seconds to load. Hoping for a quick reply.",Low,annoyed,3
TICK-00823,CUST-0111,2026-06-27 08:50,slow_performance,Search is crawling,We need this dealt with today. Running a search takes almost a minute to return anything. We expect a reply today.,Medium,angry,7
TICK-00824,CUST-0136,2026-06-29 10:50,password_reset,New password not accepted,"Good morning, I changed my password and now the new one is rejected. Many thanks.",Low,calm,1
TICK-00825,CUST-0178,2026-05-08 06:50,security_incident,Unrecognised device on our account,We need this dealt with today. We can see a session we did not start and cannot end it. We are considering cancelling.,Critical,angry,3
TICK-00826,CUST-0097,2026-03-12 07:50,how_to_question,Where do I find my invoices,We need this dealt with today. I have looked in settings and cannot see a billing history anywhere. We expect a reply today.,High,angry,3
TICK-00827,CUST-0038,2026-06-09 16:50,api_failure,API timing out,"Good morning, Requests hang for thirty seconds and then fail. Many thanks.",Medium,calm,3
TICK-00828,CUST-0015,2026-03-25 11:50,billing_error,Still being billed after cancelling,This is now the third time I am writing. We cancelled last month and a payment has gone out again. Please escalate this immediately.,High,angry,4
TICK-00829,CUST-0093,2026-08-13 23:50,dashboard_bug,Chart will not load,This is now the third time I am writing. One panel stays blank no matter how many times I refresh. Please escalate this immediately.,Medium,angry,8
TICK-00830,CUST-0038,2026-04-06 12:50,billing_error,Double charged this month,This is now the third time I am writing. We have two identical charges on the same date. We expect a reply today.,Critical,angry,4
TICK-00831,CUST-0038,2026-03-31 23:50,feature_request,Request for bulk actions,"Hi, Being able to select several rows at once would save us a lot of time. Hoping for a quick reply.",Medium,annoyed,5
TICK-00832,CUST-0043,2026-04-04 03:50,slow_performance,Search is crawling,"Good morning, Running a search takes almost a minute to return anything. No rush, whenever you get a chance.",Low,calm,8
TICK-00833,CUST-0007,2026-07-21 01:50,compliance_request,Data deletion request,This is unacceptable. We need a customer's personal data removed under GDPR. We expect a reply today.,Medium,angry,5
TICK-00834,CUST-0013,2026-05-10 22:50,feature_request,Request for bulk actions,"Hello again, Being able to select several rows at once would save us a lot of time. This is holding us up.",Medium,annoyed,7
TICK-00835,CUST-0089,2026-06-21 02:50,security_incident,Possible breach,This is unacceptable. Someone has changed our admin email address and it was not us. We are considering cancelling.,Critical,angry,6
TICK-00836,CUST-0052,2026-06-06 21:50,slow_performance,Search is crawling,"Good morning, Running a search takes almost a minute to return anything. Thanks for your help.",Low,calm,2
TICK-00837,CUST-0043,2026-02-20 20:50,dashboard_bug,Dashboard display problem,"Hello again, One of the charts is showing the wrong labels. Please could someone look at this.",Low,annoyed,9
TICK-00838,CUST-0171,2026-07-29 17:50,integration_failure,Integration stopped syncing,We need this dealt with today. Nothing has come through from the connected tool since Tuesday. Please escalate this immediately.,High,angry,4
TICK-00839,CUST-0065,2026-02-20 19:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. Please escalate this immediately.,Low,angry,5
TICK-00840,CUST-0047,2026-04-20 22:50,payment_failure,Payments are not going through,We need this dealt with today. Card charges keep failing at the final step. We expect a reply today.,Medium,angry,9
TICK-00841,CUST-0030,2026-03-14 13:50,how_to_question,Question about permissions,This is now the third time I am writing. How do I give a colleague access without making them an admin. We expect a reply today.,Medium,angry,6
TICK-00842,CUST-0117,2026-04-12 10:50,slow_performance,Slow since the update,This is now the third time I am writing. Everything has been sluggish since the change you made last week. We are considering cancelling.,Medium,angry,6
TICK-00843,CUST-0101,2026-05-16 14:50,dashboard_bug,Numbers do not match,"Hello, The total on the dashboard is different to the total in the report. Many thanks.",Low,calm,3
TICK-00844,CUST-0084,2026-05-15 09:50,integration_failure,Duplicate records from sync,We need this dealt with today. The sync is creating three copies of every record. We expect a reply today.,Critical,angry,4
TICK-00845,CUST-0085,2026-05-21 10:50,how_to_question,Question about permissions,We need this dealt with today. How do I give a colleague access without making them an admin. We expect a reply today.,High,angry,4
TICK-00846,CUST-0116,2026-03-17 09:50,notification_failure,Not receiving emails,We need this dealt with today. Alert emails are not arriving in any of our inboxes. We expect a reply today.,Low,angry,8
TICK-00847,CUST-0071,2026-02-27 22:50,billing_error,Still being billed after cancelling,This is unacceptable. We cancelled last month and a payment has gone out again. Please escalate this immediately.,Low,angry,7
TICK-00848,CUST-0127,2026-06-12 11:50,password_reset,Password reset needed,This is unacceptable. The reset link never arrives in my inbox. We expect a reply today.,High,angry,5
TICK-00849,CUST-0187,2026-06-15 23:50,notification_failure,Not receiving emails,This is unacceptable. Alert emails are not arriving in any of our inboxes. We expect a reply today.,High,angry,9
TICK-00850,CUST-0157,2026-04-03 10:50,account_lockout,Too many attempts message,We need this dealt with today. We are stuck on a lockout screen and the timer never clears. Please escalate this immediately.,Critical,angry,5
TICK-00851,CUST-0048,2026-06-17 09:50,slow_performance,Search is crawling,This is now the third time I am writing. Running a search takes almost a minute to return anything. We expect a reply today.,Medium,angry,3
TICK-00852,CUST-0130,2026-04-05 04:50,payment_failure,Checkout is broken,"Following up on this, Our customers reach the payment page and then get an error. Hoping for a quick reply.",Critical,annoyed,6
TICK-00853,CUST-0173,2026-06-19 18:50,password_reset,Reset email not arriving,"Good morning, I have requested a new password four times and nothing comes through. No rush, whenever you get a chance.",Medium,calm,4
TICK-00854,CUST-0101,2026-06-16 19:50,account_lockout,Locked out of our account,This is now the third time I am writing. We have been shut out and cannot get back in. We are considering cancelling.,High,angry,4
TICK-00855,CUST-0082,2026-05-10 06:50,compliance_request,Retention policy question,"Following up on this, We need written confirmation of how long you keep our deleted records. Please could someone look at this.",High,annoyed,5
TICK-00856,CUST-0034,2026-03-30 18:50,feature_request,Dark mode request,"Following up on this, Any chance of a dark theme, we work late most evenings. Hoping for a quick reply.",High,annoyed,4
TICK-00857,CUST-0198,2026-02-27 20:50,notification_failure,Alerts stopped,This is now the third time I am writing. We used to get a notification for every new entry and they have gone quiet. We are considering cancelling.,Medium,angry,8
TICK-00858,CUST-0082,2026-07-17 17:50,feature_request,Request for bulk actions,"Following up on this, Being able to select several rows at once would save us a lot of time. Please could someone look at this.",Low,annoyed,6
TICK-00859,CUST-0096,2026-04-25 18:50,notification_failure,Not receiving emails,We need this dealt with today. Alert emails are not arriving in any of our inboxes. We are considering cancelling.,Medium,angry,4
TICK-00860,CUST-0026,2026-02-28 13:50,account_lockout,Too many attempts message,We need this dealt with today. We are stuck on a lockout screen and the timer never clears. We expect a reply today.,Medium,angry,5
TICK-00861,CUST-0106,2026-04-11 03:50,login_failure,Team cannot log in,"Following up on this, Four of my colleagues are getting an invalid credentials message. Please could someone look at this.",Low,annoyed,3
TICK-00862,CUST-0017,2026-07-25 21:50,payment_failure,Checkout is broken,We need this dealt with today. Our customers reach the payment page and then get an error. We are considering cancelling.,Critical,angry,3
TICK-00863,CUST-0007,2026-06-14 08:50,slow_performance,Slow since the update,"Hello again, Everything has been sluggish since the change you made last week. Please could someone look at this.",Medium,annoyed,6
TICK-00864,CUST-0009,2026-04-06 12:50,api_failure,Authentication failing on API,We need this dealt with today. Our key worked yesterday and is now rejected on every call. Please escalate this immediately.,High,angry,7
TICK-00865,CUST-0045,2026-06-12 12:50,compliance_request,Retention policy question,"Hi, We need written confirmation of how long you keep our deleted records. This is holding us up.",Medium,annoyed,4
TICK-00866,CUST-0084,2026-04-26 01:50,dashboard_bug,Dashboard display problem,This is now the third time I am writing. One of the charts is showing the wrong labels. We are considering cancelling.,High,angry,5
TICK-00867,CUST-0107,2026-04-02 20:50,payment_failure,Checkout is broken,This is now the third time I am writing. Our customers reach the payment page and then get an error. We are considering cancelling.,High,angry,5
TICK-00868,CUST-0047,2026-03-17 19:50,password_reset,Password reset needed,We need this dealt with today. The reset link never arrives in my inbox. We are considering cancelling.,Medium,angry,10
TICK-00869,CUST-0182,2026-06-25 02:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. Please could someone look at this.",Low,annoyed,2
TICK-00870,CUST-0012,2026-02-23 08:50,account_lockout,Account suspended without warning,We need this dealt with today. We logged in this morning and the account is disabled. We expect a reply today.,Medium,angry,4
TICK-00871,CUST-0016,2026-05-12 02:50,how_to_question,How do I do this,This is now the third time I am writing. I cannot work out where to change the account settings. We are considering cancelling.,Low,angry,7
TICK-00872,CUST-0042,2026-06-18 21:50,password_reset,Password reset needed,This is now the third time I am writing. The reset link never arrives in my inbox. We are considering cancelling.,Medium,angry,3
TICK-00873,CUST-0050,2026-02-25 10:50,compliance_request,Data deletion request,This is now the third time I am writing. We need a customer's personal data removed under GDPR. We expect a reply today.,Critical,angry,7
TICK-00874,CUST-0180,2026-07-15 13:50,password_reset,New password not accepted,"Following up on this, I changed my password and now the new one is rejected. This is holding us up.",Medium,annoyed,2
TICK-00875,CUST-0035,2026-06-02 23:50,dashboard_bug,Dashboard display problem,This is now the third time I am writing. One of the charts is showing the wrong labels. We expect a reply today.,Low,angry,4
TICK-00876,CUST-0171,2026-07-15 06:50,how_to_question,Question about permissions,"Hi, How do I give a colleague access without making them an admin. Please could someone look at this.",Low,annoyed,5
TICK-00877,CUST-0084,2026-04-17 14:50,password_reset,Password reset needed,"Following up on this, The reset link never arrives in my inbox. Hoping for a quick reply.",High,annoyed,6
TICK-00878,CUST-0128,2026-03-23 08:50,how_to_question,How do I do this,"Hello again, I cannot work out where to change the account settings. Please could someone look at this.",Low,annoyed,5
TICK-00879,CUST-0020,2026-04-13 12:50,password_reset,Password reset needed,"Hi there, The reset link never arrives in my inbox. Thanks for your help.",Low,calm,3
TICK-00880,CUST-0022,2026-07-09 12:50,slow_performance,The platform is very slow,"Hi there, Pages take around thirty seconds to load. Many thanks.",High,calm,7
TICK-00881,CUST-0005,2026-03-23 14:50,notification_failure,Notifications arriving late,"Hello again, Alerts turn up about six hours after the thing happened. Hoping for a quick reply.",Medium,annoyed,4
TICK-00882,CUST-0028,2026-02-20 12:50,login_failure,Team cannot log in,This is now the third time I am writing. Four of my colleagues are getting an invalid credentials message. We are considering cancelling.,Critical,angry,4
TICK-00883,CUST-0126,2026-07-09 09:50,login_failure,Team cannot log in,This is unacceptable. Four of my colleagues are getting an invalid credentials message. Please escalate this immediately.,Critical,angry,9
TICK-00884,CUST-0027,2026-05-12 23:50,account_lockout,Account suspended without warning,"Hello again, We logged in this morning and the account is disabled. This is holding us up.",High,annoyed,8
TICK-00885,CUST-0136,2026-07-04 21:50,dashboard_bug,Numbers do not match,"Hi, The total on the dashboard is different to the total in the report. Please could someone look at this.",Low,annoyed,2
TICK-00886,CUST-0101,2026-08-08 13:50,slow_performance,The platform is very slow,"Following up on this, Pages take around thirty seconds to load. Hoping for a quick reply.",Medium,annoyed,5
TICK-00887,CUST-0013,2026-05-17 09:50,slow_performance,The platform is very slow,This is now the third time I am writing. Pages take around thirty seconds to load. We expect a reply today.,Low,angry,8
TICK-00888,CUST-0171,2026-05-05 10:50,password_reset,New password not accepted,We need this dealt with today. I changed my password and now the new one is rejected. We are considering cancelling.,High,angry,6
TICK-00889,CUST-0152,2026-03-27 19:50,slow_performance,Slow since the update,"Hi there, Everything has been sluggish since the change you made last week. Thanks for your help.",Low,calm,1
TICK-00890,CUST-0196,2026-05-08 08:50,api_failure,Authentication failing on API,We need this dealt with today. Our key worked yesterday and is now rejected on every call. We expect a reply today.,Medium,angry,6
TICK-00891,CUST-0170,2026-07-15 15:50,login_failure,Team cannot log in,"Hello, Four of my colleagues are getting an invalid credentials message. Thanks for your help.",Medium,calm,7
TICK-00892,CUST-0140,2026-02-23 20:50,password_reset,New password not accepted,"Following up on this, I changed my password and now the new one is rejected. This is holding us up.",Low,annoyed,6
TICK-00893,CUST-0161,2026-05-03 05:50,notification_failure,Notifications arriving late,This is unacceptable. Alerts turn up about six hours after the thing happened. Please escalate this immediately.,Medium,angry,4
TICK-00894,CUST-0130,2026-03-25 02:50,billing_error,Double charged this month,We need this dealt with today. We have two identical charges on the same date. We are considering cancelling.,Critical,angry,7
TICK-00895,CUST-0022,2026-03-23 11:50,password_reset,Reset email not arriving,This is now the third time I am writing. I have requested a new password four times and nothing comes through. We expect a reply today.,Low,angry,8
TICK-00896,CUST-0012,2026-07-07 15:50,notification_failure,Not receiving emails,"Following up on this, Alert emails are not arriving in any of our inboxes. Hoping for a quick reply.",Low,annoyed,5
TICK-00897,CUST-0028,2026-06-14 00:50,feature_request,Dark mode request,"We need this dealt with today. Any chance of a dark theme, we work late most evenings. Please escalate this immediately.",Low,angry,5
TICK-00898,CUST-0068,2026-08-11 01:50,password_reset,Password reset needed,"Hi, The reset link never arrives in my inbox. Hoping for a quick reply.",Low,annoyed,3
TICK-00899,CUST-0162,2026-03-31 11:50,billing_error,Still being billed after cancelling,"Hi, We cancelled last month and a payment has gone out again. Hoping for a quick reply.",Medium,annoyed,3
TICK-00900,CUST-0114,2026-06-02 20:50,notification_failure,Not receiving emails,"Hi there, Alert emails are not arriving in any of our inboxes. Thanks for your help.",Low,calm,5
TICK-00901,CUST-0183,2026-07-31 02:50,billing_error,Double charged this month,This is now the third time I am writing. We have two identical charges on the same date. We are considering cancelling.,Medium,angry,6
TICK-00902,CUST-0068,2026-08-05 09:50,payment_failure,Card declined for everyone,"Hello again, Every transaction today has been rejected, including test cards. Hoping for a quick reply.",High,annoyed,4
TICK-00903,CUST-0067,2026-03-10 10:50,notification_failure,Notifications arriving late,This is now the third time I am writing. Alerts turn up about six hours after the thing happened. Please escalate this immediately.,High,angry,5
TICK-00904,CUST-0160,2026-05-22 01:50,login_failure,Team cannot log in,"Following up on this, Four of my colleagues are getting an invalid credentials message. This is holding us up.",High,annoyed,3
TICK-00905,CUST-0084,2026-06-30 00:50,api_failure,API returning errors,"Hi, Our integration is getting 500 errors on most calls. This is holding us up.",Medium,annoyed,7
TICK-00906,CUST-0030,2026-06-05 08:50,payment_failure,Card declined for everyone,"We need this dealt with today. Every transaction today has been rejected, including test cards. Please escalate this immediately.",Critical,angry,7
TICK-00907,CUST-0125,2026-05-21 15:50,system_outage,Total outage,We need this dealt with today. The site has been returning an error page for the last forty minutes. We expect a reply today.,Critical,angry,3
TICK-00908,CUST-0084,2026-04-12 17:50,feature_request,Request for bulk actions,"Hi there, Being able to select several rows at once would save us a lot of time. No rush, whenever you get a chance.",Low,calm,8
TICK-00909,CUST-0050,2026-04-06 21:50,feature_request,Request for bulk actions,"Hi there, Being able to select several rows at once would save us a lot of time. No rush, whenever you get a chance.",Low,calm,8
TICK-00910,CUST-0156,2026-07-05 14:50,api_failure,API timing out,"Hello, Requests hang for thirty seconds and then fail. Thanks for your help.",Critical,calm,3
TICK-00911,CUST-0081,2026-02-24 05:50,notification_failure,Not receiving emails,"Hi, Alert emails are not arriving in any of our inboxes. Hoping for a quick reply.",High,annoyed,3
TICK-00912,CUST-0102,2026-04-14 17:50,slow_performance,The platform is very slow,We need this dealt with today. Pages take around thirty seconds to load. We expect a reply today.,Medium,angry,6
TICK-00913,CUST-0109,2026-03-04 15:50,payment_failure,Checkout is broken,This is now the third time I am writing. Our customers reach the payment page and then get an error. We expect a reply today.,Critical,angry,4
TICK-00914,CUST-0163,2026-05-27 15:50,login_failure,Cannot sign in,We need this dealt with today. The login page rejects our details even after a reset. We expect a reply today.,Critical,angry,5
TICK-00915,CUST-0167,2026-06-09 23:50,slow_performance,The platform is very slow,This is now the third time I am writing. Pages take around thirty seconds to load. We are considering cancelling.,Medium,angry,3
TICK-00916,CUST-0022,2026-06-19 06:50,slow_performance,Search is crawling,"Following up on this, Running a search takes almost a minute to return anything. This is holding us up.",Critical,annoyed,9
TICK-00917,CUST-0004,2026-04-24 18:50,dashboard_bug,Dashboard display problem,This is now the third time I am writing. One of the charts is showing the wrong labels. Please escalate this immediately.,Medium,angry,7
TICK-00918,CUST-0085,2026-07-10 14:50,how_to_question,Where do I find my invoices,"Good morning, I have looked in settings and cannot see a billing history anywhere. Many thanks.",Low,calm,5
TICK-00919,CUST-0045,2026-06-04 06:50,account_lockout,Account suspended without warning,This is now the third time I am writing. We logged in this morning and the account is disabled. We expect a reply today.,Medium,angry,5
TICK-00920,CUST-0194,2026-03-12 05:50,password_reset,Password reset needed,"Hi, The reset link never arrives in my inbox. This is holding us up.",Low,annoyed,5
TICK-00921,CUST-0199,2026-06-30 16:50,login_failure,Sign in loop,We need this dealt with today. It accepts my password then sends me straight back to the login screen. We expect a reply today.,Critical,angry,4
TICK-00922,CUST-0139,2026-03-14 14:50,feature_request,Dark mode request,"Following up on this, Any chance of a dark theme, we work late most evenings. Please could someone look at this.",Medium,annoyed,3
TICK-00923,CUST-0128,2026-02-20 08:50,data_loss,Our records have disappeared,"Hi, About three weeks of entries are missing from our workspace. This is holding us up.",Critical,annoyed,6
TICK-00924,CUST-0001,2026-02-22 16:50,security_incident,Suspicious activity on our account,"Hi, There are logins from a country none of our staff are in. Please could someone look at this.",Critical,annoyed,4
TICK-00925,CUST-0024,2026-07-17 00:50,account_lockout,Account suspended without warning,"Following up on this, We logged in this morning and the account is disabled. Please could someone look at this.",High,annoyed,6
TICK-00926,CUST-0151,2026-06-13 18:50,api_failure,API returning errors,"Hi there, Our integration is getting 500 errors on most calls. No rush, whenever you get a chance.",Critical,calm,6
TICK-00927,CUST-0112,2026-04-10 10:50,slow_performance,The platform is very slow,"Following up on this, Pages take around thirty seconds to load. Hoping for a quick reply.",Critical,annoyed,8
TICK-00928,CUST-0158,2026-08-09 21:50,how_to_question,How do I do this,"Following up on this, I cannot work out where to change the account settings. This is holding us up.",Low,annoyed,6
TICK-00929,CUST-0145,2026-03-20 02:50,notification_failure,Notifications arriving late,This is now the third time I am writing. Alerts turn up about six hours after the thing happened. We expect a reply today.,Low,angry,4
TICK-00930,CUST-0008,2026-04-08 08:50,billing_error,Charged the wrong amount,"Following up on this, The invoice does not match the plan we are on. Hoping for a quick reply.",Medium,annoyed,3
TICK-00931,CUST-0134,2026-04-11 05:50,notification_failure,Notifications arriving late,"Hello, Alerts turn up about six hours after the thing happened. Many thanks.",High,calm,2
TICK-00932,CUST-0181,2026-06-26 15:50,payment_failure,Payments are not going through,This is now the third time I am writing. Card charges keep failing at the final step. We expect a reply today.,Critical,angry,8
TICK-00933,CUST-0132,2026-04-11 23:50,notification_failure,Alerts stopped,We need this dealt with today. We used to get a notification for every new entry and they have gone quiet. We expect a reply today.,Low,angry,5
TICK-00934,CUST-0033,2026-08-08 21:50,system_outage,Total outage,"Hi, The site has been returning an error page for the last forty minutes. This is holding us up.",Critical,annoyed,5
TICK-00935,CUST-0072,2026-05-11 11:50,how_to_question,Where do I find my invoices,"Hello again, I have looked in settings and cannot see a billing history anywhere. This is holding us up.",High,annoyed,3
TICK-00936,CUST-0116,2026-03-03 16:50,data_export_failure,Corrupted export file,"Hello again, The file downloads but will not open in Excel. Please could someone look at this.",Low,annoyed,9
TICK-00937,CUST-0028,2026-04-13 05:50,password_reset,New password not accepted,"Hi, I changed my password and now the new one is rejected. This is holding us up.",Low,annoyed,6
TICK-00938,CUST-0111,2026-02-23 22:50,notification_failure,Notifications arriving late,"Good morning, Alerts turn up about six hours after the thing happened. Thanks for your help.",Medium,calm,8
TICK-00939,CUST-0055,2026-07-15 23:50,how_to_question,Question about permissions,"Hello, How do I give a colleague access without making them an admin. No rush, whenever you get a chance.",Low,calm,2
TICK-00940,CUST-0198,2026-03-30 09:50,feature_request,Dark mode request,"Following up on this, Any chance of a dark theme, we work late most evenings. This is holding us up.",Medium,annoyed,9
TICK-00941,CUST-0062,2026-03-21 12:50,api_failure,Authentication failing on API,"Hi there, Our key worked yesterday and is now rejected on every call. Thanks for your help.",Critical,calm,1
